id,model,frequency_min,target,signal_time,entry_time,exit_time,gross_target,entry_turnover,exit_turnover,price_pnl,fee,funding_cashflow,net_pnl,net_pnl_including_funding,hold_minutes,z_entry,reason
1,PEER,15,ETHUSDT,2026-03-04 15:29:00+00:00,2026-03-04 15:31:00+00:00,2026-03-04 19:31:00+00:00,10000.0,9971.28068128954,10131.667070202231,-48.42619407932082,4.020589550298354,0.2511130236113276,-52.446783629619176,-52.19567060600785,240.0,2.062724621846053,mean
2,PEER,15,DOGEUSDT,2026-03-04 17:14:00+00:00,2026-03-04 17:16:00+00:00,2026-03-04 20:01:00+00:00,9998.72786409292,9990.960575006653,10086.246275560283,-35.47445735436935,4.015441370113387,0.0,-39.489898724482735,-39.489898724482735,165.0,2.3508187318023985,mean
3,PEER,15,SUIUSDT,2026-03-05 12:44:00+00:00,2026-03-05 12:46:00+00:00,2026-03-05 13:46:00+00:00,9990.83144306695,10009.668621280767,9877.49092096288,65.337972764249,3.9774319084487293,0.0,61.360540855800274,61.360540855800274,60.0,2.3498857895196803,mean
4,PEER,15,BCHUSDT,2026-03-06 17:44:00+00:00,2026-03-06 17:46:00+00:00,2026-03-06 19:31:00+00:00,9996.967497152531,10006.837755527651,10048.17788730846,56.21954580522949,4.011003128567222,0.0,52.20854267666226,52.20854267666226,105.0,2.143462188785427,mean
5,PEER,15,AVAXUSDT,2026-03-09 05:44:00+00:00,2026-03-09 05:46:00+00:00,2026-03-09 08:01:00+00:00,10002.188351420198,10009.234487882595,9901.427759765429,-4.230546148021428,3.9821324495296047,0.5821855371528205,-8.212678597551033,-7.630493060398212,135.0,2.2119745859244753,mean
6,PEER,15,UNIUSDT,2026-03-09 15:29:00+00:00,2026-03-09 15:31:00+00:00,2026-03-09 16:31:00+00:00,10001.425302114156,10008.507378897826,9968.144739771382,48.12317623604243,3.9953304237338414,0.5726526800807078,44.12784581230859,44.7004984923893,60.0,2.1184343439157862,mean
7,PEER,15,SUIUSDT,2026-03-09 19:29:00+00:00,2026-03-09 19:31:00+00:00,2026-03-09 22:16:00+00:00,10005.895351963396,9974.263047766919,9819.477313332894,28.4164996574645,3.958748072219963,0.0,24.457751585244537,24.457751585244537,165.0,3.3579710814162755,mean
8,PEER,15,XLMUSDT,2026-03-10 09:14:00+00:00,2026-03-10 09:16:00+00:00,2026-03-10 12:31:00+00:00,10008.341127121921,10001.954815454312,9987.263042982007,-37.88970655133475,3.9978435716872642,0.0,-41.88755012302202,-41.88755012302202,195.0,2.148197052093795,mean
9,PEER,15,AVAXUSDT,2026-03-10 16:29:00+00:00,2026-03-10 16:31:00+00:00,2026-03-10 19:01:00+00:00,10004.152372109618,10013.974095358464,9748.737038080819,21.779739740148507,3.952542226687857,0.0,17.82719751346065,17.82719751346065,150.0,2.540732636048346,mean
10,PEER,15,SOLUSDT,2026-03-13 00:29:00+00:00,2026-03-13 00:31:00+00:00,2026-03-13 02:46:00+00:00,10005.935091860963,10074.250592872104,9970.502858642585,46.79291409336767,4.008950690302938,0.0,42.78396340306473,42.78396340306473,135.0,2.6987436444105466,mean
