model,signal,entry_time,exit_time,gross,turnover,price_pnl,fee,slippage,funding,net_pnl,reason
B0,DOTUSDT,2026-03-02 00:41:00+00:00,2026-03-02 02:16:00+00:00,20000.0,40051.44694533762,-51.44694533761867,8.010289389067525,0.0,,-59.4572347266862,mean
B0,TRXUSDT,2026-03-02 01:26:00+00:00,2026-03-02 02:31:00+00:00,20000.0,39968.736677561465,31.263322438539035,7.993747335512293,0.0,,23.269575103026742,mean
B0,NEARUSDT,2026-03-02 03:26:00+00:00,2026-03-02 04:56:00+00:00,20000.0,39816.053511705686,183.9464882943139,7.963210702341137,0.0,,175.98327759197275,mean
B0,NEARUSDT,2026-03-02 05:51:00+00:00,2026-03-02 06:06:00+00:00,20000.0,39606.23461853979,393.7653814602163,7.921246923707958,0.0,,385.8441345365084,mean
B0,BTCUSDT,2026-03-02 07:21:00+00:00,2026-03-02 08:16:00+00:00,20000.0,40131.59219846252,131.59219846252017,8.026318439692504,0.0,,123.56588002282768,mean
B0,BCHUSDT,2026-03-02 08:26:00+00:00,2026-03-02 09:21:00+00:00,20000.0,40300.99263528659,300.9926352865841,8.060198527057318,0.0,,292.9324367595268,mean
B0,DOTUSDT,2026-03-02 06:21:00+00:00,2026-03-02 10:11:00+00:00,20000.0,39842.20907297831,-157.7909270216951,7.968441814595662,0.0,,-165.75936883629075,mean
B0,NEARUSDT,2026-03-02 14:36:00+00:00,2026-03-02 15:11:00+00:00,20000.0,40822.78481012658,-822.7848101265845,8.164556962025317,0.0,,-830.9493670886098,stop
B0,HBARUSDT,2026-03-02 15:21:00+00:00,2026-03-02 17:16:00+00:00,20000.0,39694.74611094805,305.25388905194995,7.938949222189611,0.0,,297.3149398297604,mean
B0,BNBUSDT,2026-03-02 15:06:00+00:00,2026-03-02 17:46:00+00:00,20000.0,40069.69185574098,-69.69185574098447,8.013938371148196,0.0,,-77.70579411213266,mean
B0,BTCUSDT,2026-03-02 15:26:00+00:00,2026-03-02 19:01:00+00:00,20000.0,40089.0415853077,-89.04158530770292,8.01780831706154,0.0,,-97.05939362476444,mean
B0,NEARUSDT,2026-03-02 21:21:00+00:00,2026-03-02 22:41:00+00:00,20000.0,40630.961115187085,-630.9611151870849,8.126192223037418,0.0,,-639.0873074101223,stop
B0,NEARUSDT,2026-03-02 22:41:00+00:00,2026-03-02 23:06:00+00:00,20000.0,39402.56045519204,597.4395448079631,7.880512091038408,0.0,,589.5590327169247,mean
B0,NEARUSDT,2026-03-03 05:26:00+00:00,2026-03-03 05:41:00+00:00,20000.0,39475.50034506557,524.4996549344396,7.895100069013113,0.0,,516.6045548654265,mean
B0,TRXUSDT,2026-03-03 05:51:00+00:00,2026-03-03 08:06:00+00:00,20000.0,40039.07498845512,39.07498845511873,8.007814997691025,0.0,,31.067173457427703,mean
B0,NEARUSDT,2026-03-03 06:26:00+00:00,2026-03-03 08:16:00+00:00,20000.0,40118.25572801183,118.25572801182716,8.023651145602367,0.0,,110.2320768662248,mean
B0,BNBUSDT,2026-03-03 08:51:00+00:00,2026-03-03 10:46:00+00:00,20000.0,40064.51612903226,64.51612903226123,8.012903225806452,0.0,,56.50322580645478,mean
B0,BTCUSDT,2026-03-03 09:46:00+00:00,2026-03-03 10:51:00+00:00,20000.0,40097.84900631973,97.84900631972778,8.019569801263945,0.0,,89.82943651846384,mean
B0,TRXUSDT,2026-03-03 08:46:00+00:00,2026-03-03 11:41:00+00:00,20000.0,39972.9931416794,-27.006858320601168,7.99459862833588,0.0,,-35.00145694893705,mean
B0,AAVEUSDT,2026-03-03 11:01:00+00:00,2026-03-03 14:36:00+00:00,20000.0,39383.743580662296,-616.2564193377002,7.876748716132459,0.0,,-624.1331680538327,stop
